Food Name,Carbohydrates (g),Proteins (g),Fats (g),Calories (kcal),Diet Category
Lentils,61.4,48.4,11.6,543.6,Carb-Rich
Beans,33.7,7.8,26.6,405.4,Carb-Rich
Salmon,37.9,17.6,15.1,357.9,Carb-Rich
Oats,51.6,2.3,32.6,509.0,Carb-Rich
Eggs,40.9,29.0,15.8,421.8,Carb-Rich
Almonds,46.3,35.2,9.2,408.8,Carb-Rich
Beans,44.2,33.9,14.1,439.3,Carb-Rich
Almonds,11.7,14.4,21.7,299.7,Fat-Rich
Sweet Potato,49.9,24.5,35.4,616.2,Carb-Rich
Avocado,66.7,18.6,11.8,447.4,Carb-Rich
Apple,77.7,23.9,32.7,700.7,Carb-Rich
Paneer,74.5,40.0,5.8,510.2,Carb-Rich
Eggs,26.7,0.5,10.8,206.0,Carb-Rich
Peanuts,2.0,14.9,3.5,99.1,Protein-Rich
Quinoa,6.7,34.6,29.4,429.8,Protein-Rich
Milk,36.6,39.0,20.5,486.9,Protein-Rich
Paneer,23.1,28.7,16.6,356.6,Protein-Rich
Bread,52.5,25.2,1.5,324.3,Carb-Rich
Tofu,43.2,30.5,36.7,625.1,Carb-Rich
Banana,59.5,20.4,24.9,543.7,Carb-Rich
Rice,24.4,48.5,27.4,538.2,Protein-Rich
Oats,33.0,8.6,9.2,249.2,Carb-Rich
Almonds,17.7,27.0,11.5,282.3,Protein-Rich
Quinoa,76.4,11.1,0.2,351.8,Carb-Rich
Avocado,43.1,24.9,38.9,622.1,Carb-Rich
Oats,54.9,39.3,20.0,556.8,Carb-Rich
Lentils,29.8,18.4,9.7,280.1,Carb-Rich
Salmon,39.8,39.9,39.2,671.6,Protein-Rich
Bread,48.5,41.0,7.9,429.1,Carb-Rich
Beans,75.4,24.1,30.4,671.6,Carb-Rich
Cheese,10.8,1.2,4.4,87.6,Carb-Rich
Paneer,30.4,35.7,28.9,524.5,Protein-Rich
Tofu,58.6,2.4,14.0,370.0,Carb-Rich
Peanuts,36.9,19.6,30.2,497.8,Carb-Rich
Yogurt,5.0,42.4,0.5,194.1,Protein-Rich
Lentils,50.6,34.2,23.6,551.6,Carb-Rich
Quinoa,12.4,31.4,15.4,313.8,Protein-Rich
Chicken,47.3,18.0,14.0,387.2,Carb-Rich
Sweet Potato,61.3,22.4,12.3,445.5,Carb-Rich
Quinoa,40.0,47.8,26.8,592.4,Protein-Rich
Cheese,61.5,42.6,35.4,735.0,Carb-Rich
Yogurt,19.4,12.1,15.8,268.2,Carb-Rich
Quinoa,54.1,35.5,23.9,573.5,Carb-Rich
Sweet Potato,44.4,7.5,3.4,238.2,Carb-Rich
Chicken,30.3,8.1,28.4,409.2,Carb-Rich
Oats,60.5,20.5,29.2,586.8,Carb-Rich
Milk,67.7,37.5,12.7,535.1,Carb-Rich
Paneer,77.9,24.6,31.4,692.6,Carb-Rich
Rice,51.7,8.4,23.6,452.8,Carb-Rich
Paneer,70.7,19.0,37.4,695.4,Carb-Rich
Quinoa,5.6,12.3,13.3,191.3,Fat-Rich
Paneer,50.1,29.4,1.8,334.2,Carb-Rich
Yogurt,8.6,48.3,1.6,242.0,Protein-Rich
Yogurt,37.4,17.6,16.7,370.3,Carb-Rich
Bread,3.8,17.5,20.2,267.0,Fat-Rich
Oats,41.6,26.7,18.6,440.6,Carb-Rich
Quinoa,71.5,18.0,34.6,669.4,Carb-Rich
Cheese,60.4,5.3,8.3,337.5,Carb-Rich
Lentils,12.7,23.0,25.0,367.8,Fat-Rich
Paneer,77.7,2.2,18.0,481.6,Carb-Rich
Cheese,59.7,27.3,30.4,621.6,Carb-Rich
Eggs,60.2,21.2,5.8,377.8,Carb-Rich
Rice,1.8,34.2,39.0,495.0,Fat-Rich
Cheese,18.1,39.7,22.0,429.2,Protein-Rich
Sweet Potato,54.6,45.6,33.1,698.7,Carb-Rich
Avocado,19.1,38.4,15.7,371.3,Protein-Rich
Cheese,12.2,22.2,33.1,435.5,Fat-Rich
Oats,75.6,25.9,38.8,755.2,Carb-Rich
Apple,57.9,39.1,26.7,628.3,Carb-Rich
Oats,47.7,35.9,40.0,694.4,Carb-Rich
Tofu,73.8,14.8,36.1,679.3,Carb-Rich
Peanuts,12.0,14.2,7.1,168.7,Protein-Rich
Banana,41.9,25.1,13.0,385.0,Carb-Rich
Oats,29.0,13.3,13.2,288.0,Carb-Rich
Eggs,12.4,28.0,38.8,510.8,Fat-Rich
Peanuts,41.4,10.7,6.6,267.8,Carb-Rich
Chicken,30.6,8.0,15.4,293.0,Carb-Rich
Apple,14.9,15.6,33.0,419.0,Fat-Rich
Paneer,35.5,42.5,30.5,586.5,Protein-Rich
Salmon,54.6,27.5,27.3,574.1,Carb-Rich
Salmon,22.0,13.4,38.3,486.3,Fat-Rich
Oats,44.8,21.7,25.7,497.3,Carb-Rich
Eggs,17.7,49.9,1.9,287.5,Protein-Rich
Almonds,36.0,10.3,7.7,254.5,Carb-Rich
Beans,62.4,27.0,28.9,617.7,Carb-Rich
Quinoa,45.2,5.5,28.3,457.5,Carb-Rich
Tofu,40.8,2.7,7.3,239.7,Carb-Rich
Milk,38.0,5.4,30.4,447.2,Carb-Rich
Salmon,12.6,34.2,13.0,304.2,Protein-Rich
Rice,57.8,5.3,33.6,554.8,Carb-Rich
Yogurt,53.4,14.5,24.7,493.9,Carb-Rich
Peanuts,56.1,32.0,2.8,377.6,Carb-Rich
Almonds,23.0,23.8,18.9,357.3,Protein-Rich
Paneer,69.5,48.6,16.3,619.1,Carb-Rich
Chicken,10.8,4.5,5.8,113.4,Carb-Rich
Apple,75.3,5.2,35.3,639.7,Carb-Rich
Oats,66.8,5.2,4.4,327.6,Carb-Rich
Chicken,31.6,44.8,19.4,480.2,Protein-Rich
Milk,3.5,12.8,13.1,183.1,Fat-Rich
Rice,45.5,15.5,10.7,340.3,Carb-Rich
Chicken,72.1,37.1,3.1,464.7,Carb-Rich
Oats,76.5,16.9,3.8,407.8,Carb-Rich
Yogurt,66.5,48.7,4.3,499.5,Carb-Rich
Yogurt,77.9,20.3,32.2,682.6,Carb-Rich
Eggs,28.0,4.9,29.7,398.9,Fat-Rich
Sweet Potato,49.7,44.0,29.8,643.0,Carb-Rich
Avocado,9.2,38.5,37.6,529.2,Protein-Rich
Quinoa,28.4,4.0,18.2,293.4,Carb-Rich
Banana,11.3,30.1,11.7,270.9,Protein-Rich
Milk,4.7,34.9,18.5,324.9,Protein-Rich
Yogurt,8.9,0.4,4.9,81.3,Carb-Rich
Rice,65.7,12.0,30.0,580.8,Carb-Rich
Tofu,30.8,43.8,29.7,565.7,Protein-Rich
Yogurt,10.5,19.3,19.2,292.0,Protein-Rich
Peanuts,1.6,10.3,5.8,99.8,Protein-Rich
Eggs,26.2,31.0,3.5,260.3,Protein-Rich
Avocado,47.2,30.0,22.0,506.8,Carb-Rich
Milk,32.9,11.5,21.2,368.4,Carb-Rich
Chicken,23.4,7.5,12.3,234.3,Carb-Rich
Milk,55.9,29.5,17.1,495.5,Carb-Rich
Quinoa,54.2,28.5,31.0,609.8,Carb-Rich
Banana,4.0,39.7,38.1,517.7,Protein-Rich
Peanuts,1.1,48.8,27.3,445.3,Protein-Rich
Lentils,51.8,47.6,12.9,513.7,Carb-Rich
Milk,46.4,43.7,19.1,532.3,Carb-Rich
Quinoa,36.5,39.5,18.6,471.4,Protein-Rich
Salmon,77.5,29.1,29.0,687.4,Carb-Rich
Banana,66.2,28.5,31.9,665.9,Carb-Rich
Paneer,44.4,30.3,22.3,499.5,Carb-Rich
Milk,24.0,35.3,21.8,433.4,Protein-Rich
Milk,46.0,19.6,22.0,460.4,Carb-Rich
Banana,79.3,44.2,39.7,851.3,Carb-Rich
Bread,62.7,3.8,9.3,349.7,Carb-Rich
Paneer,43.8,43.2,34.4,657.6,Carb-Rich
Paneer,4.7,42.4,37.1,522.3,Protein-Rich
Beans,2.3,49.6,11.8,313.8,Protein-Rich
Lentils,9.2,25.8,39.8,498.2,Fat-Rich
Apple,79.2,30.9,17.1,594.3,Carb-Rich
Avocado,20.0,13.9,31.6,420.0,Fat-Rich
Eggs,5.6,19.1,35.9,421.9,Fat-Rich
Apple,15.0,17.3,32.8,424.4,Fat-Rich
Banana,60.8,17.4,31.3,594.5,Carb-Rich
Sweet Potato,33.4,13.1,38.4,531.6,Fat-Rich
Apple,58.5,22.0,8.6,399.4,Carb-Rich
Oats,71.5,8.9,19.4,496.2,Carb-Rich
Beans,61.9,44.2,33.4,725.0,Carb-Rich
Cheese,39.6,35.2,30.3,571.9,Carb-Rich
Apple,61.9,42.2,32.8,711.6,Carb-Rich
Quinoa,57.1,19.0,21.3,496.1,Carb-Rich
Chicken,55.4,25.6,32.5,616.5,Carb-Rich
Cheese,52.6,42.9,34.7,694.3,Carb-Rich
Quinoa,35.4,22.9,7.1,297.1,Carb-Rich
Sweet Potato,26.4,7.8,17.1,290.7,Carb-Rich
Milk,68.1,36.4,18.1,580.9,Carb-Rich
Milk,50.5,8.5,26.9,478.1,Carb-Rich
Oats,31.1,49.1,13.9,445.9,Protein-Rich
Oats,21.2,15.5,31.4,429.4,Fat-Rich
Banana,33.8,7.8,23.1,374.3,Carb-Rich
Yogurt,37.6,30.2,26.1,506.1,Carb-Rich
Banana,32.4,33.4,11.9,370.3,Protein-Rich
Eggs,29.0,39.3,15.2,410.0,Protein-Rich
Paneer,30.0,11.2,3.1,192.7,Carb-Rich
Beans,71.2,36.8,29.4,696.6,Carb-Rich
Sweet Potato,17.1,37.4,26.6,457.4,Protein-Rich
Salmon,17.5,3.6,26.8,325.6,Fat-Rich
Tofu,19.0,2.5,29.0,347.0,Fat-Rich
Oats,31.9,38.0,25.0,504.6,Protein-Rich
Cheese,37.4,44.5,28.5,584.1,Protein-Rich
Chicken,33.1,4.3,0.9,157.7,Carb-Rich
Rice,70.7,23.0,29.3,638.5,Carb-Rich
Banana,7.3,43.8,0.8,211.6,Protein-Rich
Lentils,30.7,34.2,38.7,607.9,Fat-Rich
Rice,34.4,39.1,20.9,482.1,Protein-Rich
Tofu,66.1,14.3,20.0,501.6,Carb-Rich
Banana,33.1,31.4,31.1,537.9,Carb-Rich
Chicken,61.9,29.5,31.7,650.9,Carb-Rich
Lentils,25.8,45.3,24.0,500.4,Protein-Rich
Milk,60.5,13.0,19.4,468.6,Carb-Rich
Quinoa,58.4,39.8,19.6,569.2,Carb-Rich
Beans,31.8,32.4,14.8,390.0,Protein-Rich
Cheese,63.0,44.9,35.3,749.3,Carb-Rich
Lentils,58.1,46.7,11.3,520.9,Carb-Rich
Apple,30.9,19.3,3.1,228.7,Carb-Rich
Banana,2.6,24.9,19.4,284.6,Protein-Rich
Peanuts,66.1,15.4,11.3,427.7,Carb-Rich
Peanuts,60.8,8.0,12.6,388.6,Carb-Rich
Quinoa,2.6,3.6,5.0,69.8,Fat-Rich
Banana,30.7,36.3,4.2,305.8,Protein-Rich
Milk,4.3,10.3,1.8,74.6,Protein-Rich
Almonds,12.8,49.8,27.6,498.8,Protein-Rich
Yogurt,73.1,1.8,30.7,575.9,Carb-Rich
Chicken,23.3,5.4,37.4,451.4,Fat-Rich
Lentils,42.4,27.5,19.3,453.3,Carb-Rich
Quinoa,70.0,31.3,15.7,546.5,Carb-Rich
Banana,3.3,41.9,30.8,458.0,Protein-Rich
Avocado,31.2,36.2,34.4,579.2,Protein-Rich
Lentils,65.0,37.8,19.9,590.3,Carb-Rich
Almonds,60.5,6.6,31.2,549.2,Carb-Rich
Cheese,10.6,23.9,17.7,297.3,Protein-Rich
Banana,25.4,42.1,6.9,332.1,Protein-Rich
Apple,75.5,4.5,37.6,658.4,Carb-Rich
Paneer,19.1,17.7,21.4,339.8,Fat-Rich
Lentils,64.3,27.3,10.7,462.7,Carb-Rich
Yogurt,63.9,10.7,33.7,601.7,Carb-Rich
Peanuts,30.8,30.4,0.6,250.2,Carb-Rich
Oats,53.4,21.8,24.4,520.4,Carb-Rich
Beans,36.8,0.3,39.3,502.1,Fat-Rich
Paneer,3.2,3.8,22.8,233.2,Fat-Rich
Bread,1.0,10.1,21.9,241.5,Fat-Rich
Eggs,74.3,6.2,31.4,604.6,Carb-Rich
Cheese,67.3,15.2,22.9,536.1,Carb-Rich
Paneer,24.1,22.3,10.9,283.7,Carb-Rich
Tofu,41.6,32.7,35.4,615.8,Carb-Rich
Beans,31.2,20.7,23.5,419.1,Carb-Rich
Salmon,30.0,41.8,3.3,316.9,Protein-Rich
Rice,73.3,7.8,13.9,449.5,Carb-Rich
Peanuts,66.0,10.2,23.1,512.7,Carb-Rich
Paneer,17.8,14.3,29.9,397.5,Fat-Rich
Bread,71.6,23.9,1.4,394.6,Carb-Rich
Oats,79.8,15.0,31.4,661.8,Carb-Rich
Cheese,55.1,12.1,21.9,465.9,Carb-Rich
Rice,72.9,29.7,21.3,602.1,Carb-Rich
Sweet Potato,10.8,49.2,32.4,531.6,Protein-Rich
Banana,58.7,3.9,29.7,517.7,Carb-Rich
Almonds,67.3,36.4,18.3,579.5,Carb-Rich
Oats,7.7,49.6,6.6,288.6,Protein-Rich
Milk,20.0,8.5,20.6,299.4,Fat-Rich
Chicken,47.5,11.0,13.3,353.7,Carb-Rich
Tofu,13.8,36.1,11.6,304.0,Protein-Rich
Chicken,73.0,9.4,22.0,527.6,Carb-Rich
Avocado,79.9,30.5,16.5,590.1,Carb-Rich
Tofu,2.9,45.4,21.1,383.1,Protein-Rich
Eggs,58.0,19.9,16.7,461.9,Carb-Rich
Banana,34.6,24.3,31.1,515.5,Carb-Rich
Tofu,5.1,33.6,16.9,306.9,Protein-Rich
Cheese,40.1,31.6,13.7,410.1,Carb-Rich
Milk,70.1,44.7,18.1,622.1,Carb-Rich
Quinoa,57.6,9.7,37.4,605.8,Carb-Rich
Salmon,65.2,21.2,35.7,666.9,Carb-Rich
Beans,17.5,27.4,15.6,320.0,Protein-Rich
Almonds,25.2,29.7,20.2,401.4,Protein-Rich
Lentils,29.9,43.5,11.4,396.2,Protein-Rich
Apple,9.7,4.8,28.6,315.4,Fat-Rich
Bread,41.3,41.0,39.1,681.1,Carb-Rich
Eggs,22.0,8.2,34.3,429.5,Fat-Rich
Eggs,55.7,7.5,27.9,503.9,Carb-Rich
Quinoa,0.8,28.1,35.6,436.0,Fat-Rich
Apple,15.3,25.2,9.3,245.7,Protein-Rich
Bread,18.7,22.0,8.5,239.3,Protein-Rich
Peanuts,33.9,8.5,32.6,463.0,Carb-Rich
Peanuts,19.6,40.2,16.5,387.7,Protein-Rich
Avocado,69.8,48.1,22.6,675.0,Carb-Rich
Yogurt,40.1,36.7,1.5,320.7,Carb-Rich
Almonds,24.2,7.9,26.6,367.8,Fat-Rich
Paneer,44.1,32.4,6.8,367.2,Carb-Rich
Avocado,61.2,7.4,18.0,436.4,Carb-Rich
Oats,59.1,0.8,12.1,348.5,Carb-Rich
Quinoa,11.3,43.7,4.5,260.5,Protein-Rich
Chicken,44.2,14.3,30.1,504.9,Carb-Rich
Bread,28.9,17.6,35.3,503.7,Fat-Rich
Tofu,24.4,36.3,32.8,538.0,Protein-Rich
Rice,39.6,35.6,18.3,465.5,Carb-Rich
Chicken,51.6,13.4,32.7,554.3,Carb-Rich
Salmon,67.0,31.5,26.9,636.1,Carb-Rich
Tofu,4.2,41.3,7.0,245.0,Protein-Rich
Milk,74.0,30.2,20.3,599.5,Carb-Rich
Almonds,47.7,7.4,32.0,508.4,Carb-Rich
Almonds,6.8,33.5,3.8,195.4,Protein-Rich
Banana,63.5,25.1,6.0,408.4,Carb-Rich
Lentils,40.7,23.7,23.1,465.5,Carb-Rich
Quinoa,18.8,9.3,39.9,471.5,Fat-Rich
Cheese,23.9,47.9,39.6,643.6,Protein-Rich
Yogurt,33.0,25.5,23.9,449.1,Carb-Rich
Cheese,53.6,11.5,2.7,284.7,Carb-Rich
Avocado,70.4,34.5,12.1,528.5,Carb-Rich
Lentils,34.6,33.1,4.9,314.9,Carb-Rich
Salmon,45.2,35.3,10.0,412.0,Carb-Rich
Quinoa,12.0,0.7,35.2,367.6,Fat-Rich
Rice,48.3,21.5,16.5,427.7,Carb-Rich
Rice,8.0,10.1,2.5,94.9,Protein-Rich
Almonds,57.0,26.1,9.3,416.1,Carb-Rich
Yogurt,67.5,13.5,33.1,621.9,Carb-Rich
Paneer,28.0,19.7,21.2,381.6,Carb-Rich
Beans,68.9,9.4,0.7,319.5,Carb-Rich
Apple,75.8,44.9,13.4,603.4,Carb-Rich
Rice,59.8,30.5,7.9,432.3,Carb-Rich
Oats,69.3,46.5,13.7,586.5,Carb-Rich
Sweet Potato,26.3,42.3,10.1,365.3,Protein-Rich
Apple,30.4,26.8,36.3,555.5,Fat-Rich
Bread,5.8,19.2,5.2,146.8,Protein-Rich
Peanuts,39.4,10.4,28.9,459.3,Carb-Rich
Eggs,26.4,1.2,2.9,136.5,Carb-Rich
Peanuts,20.7,21.2,21.9,364.7,Fat-Rich
Peanuts,14.7,9.9,39.9,457.5,Fat-Rich
Bread,47.9,32.2,4.3,359.1,Carb-Rich
Quinoa,17.3,2.7,11.5,183.5,Carb-Rich
Paneer,67.3,0.2,24.3,488.7,Carb-Rich
Eggs,74.3,32.5,39.0,778.2,Carb-Rich
Milk,23.3,17.2,27.0,405.0,Fat-Rich
Yogurt,27.1,38.3,23.1,469.5,Protein-Rich
Apple,22.3,27.9,36.9,532.9,Fat-Rich
Tofu,68.5,25.6,0.9,384.5,Carb-Rich
Salmon,54.3,12.8,34.3,577.1,Carb-Rich
Almonds,23.4,36.2,29.8,506.6,Protein-Rich
Chicken,64.7,41.6,9.9,514.3,Carb-Rich
Sweet Potato,72.3,46.3,3.6,506.8,Carb-Rich
Quinoa,52.7,1.7,17.3,373.3,Carb-Rich
Yogurt,48.5,35.7,36.3,663.5,Carb-Rich
Milk,10.8,15.3,0.0,104.4,Protein-Rich
Oats,24.9,48.1,11.4,394.6,Protein-Rich
Apple,22.0,11.8,36.7,465.5,Fat-Rich
Apple,77.3,48.1,6.7,561.9,Carb-Rich
Salmon,25.4,40.1,21.4,454.6,Protein-Rich
Milk,33.5,9.7,15.6,313.2,Carb-Rich
Milk,17.4,39.2,6.4,284.0,Protein-Rich
Yogurt,5.4,49.9,7.1,285.1,Protein-Rich
Beans,68.6,32.6,18.4,570.4,Carb-Rich
Oats,73.1,27.1,10.0,490.8,Carb-Rich
Bread,11.0,22.2,6.1,187.7,Protein-Rich
Banana,34.4,12.6,37.6,526.4,Fat-Rich
Yogurt,46.5,38.2,25.8,571.0,Carb-Rich
Bread,16.1,48.6,13.5,380.3,Protein-Rich
Quinoa,6.8,9.5,18.7,233.5,Fat-Rich
Peanuts,42.9,44.0,2.8,372.8,Protein-Rich
Yogurt,35.6,16.2,0.3,209.9,Carb-Rich
Bread,51.8,4.6,36.6,555.0,Carb-Rich
Quinoa,15.0,6.7,27.5,334.3,Fat-Rich
Beans,4.7,33.5,16.5,301.3,Protein-Rich
Banana,66.9,5.7,25.8,522.6,Carb-Rich
Lentils,12.0,17.0,24.8,339.2,Fat-Rich
Yogurt,14.3,32.5,24.7,409.5,Protein-Rich
Apple,8.6,10.1,3.9,109.9,Protein-Rich
Milk,32.7,10.8,8.7,252.3,Carb-Rich
Tofu,17.1,44.8,26.2,483.4,Protein-Rich
Sweet Potato,30.9,48.3,28.4,572.4,Protein-Rich
Yogurt,49.3,41.5,10.0,453.2,Carb-Rich
Eggs,18.2,24.7,27.3,417.3,Fat-Rich
Eggs,38.9,48.6,31.5,633.5,Protein-Rich
Tofu,33.2,1.9,36.4,468.0,Fat-Rich
Banana,71.1,0.3,13.2,404.4,Carb-Rich
Rice,79.1,21.2,31.9,688.3,Carb-Rich
Milk,74.4,34.2,24.7,656.7,Carb-Rich
Quinoa,79.3,33.5,36.2,777.0,Carb-Rich
Milk,66.9,29.2,34.3,693.1,Carb-Rich
Almonds,35.4,3.9,33.5,458.7,Carb-Rich
Almonds,54.1,3.4,10.1,320.9,Carb-Rich
Bread,55.2,41.4,4.7,428.7,Carb-Rich
Salmon,73.8,26.1,26.8,640.8,Carb-Rich
Paneer,44.6,47.3,38.8,716.8,Protein-Rich
Chicken,68.8,28.1,31.7,672.9,Carb-Rich
Tofu,45.8,15.1,28.3,498.3,Carb-Rich
Sweet Potato,52.6,3.5,7.4,291.0,Carb-Rich
Bread,8.9,16.5,33.6,404.0,Fat-Rich
Yogurt,41.2,42.2,26.4,571.2,Protein-Rich
Tofu,31.7,37.8,20.7,464.3,Protein-Rich
Tofu,19.7,3.1,17.5,248.7,Carb-Rich
Rice,75.2,7.1,26.1,564.1,Carb-Rich
Banana,51.9,0.0,37.6,546.0,Carb-Rich
Apple,44.2,43.2,17.8,509.8,Carb-Rich
Milk,75.9,11.0,13.9,472.7,Carb-Rich
Peanuts,63.6,10.7,2.0,315.2,Carb-Rich
Beans,75.7,21.5,12.9,504.9,Carb-Rich
Beans,40.5,4.6,6.7,240.7,Carb-Rich
Peanuts,42.8,1.0,21.8,371.4,Carb-Rich
Eggs,16.5,36.9,30.3,486.3,Protein-Rich
Sweet Potato,6.8,18.4,4.3,139.5,Protein-Rich
Cheese,72.0,48.5,20.2,663.8,Carb-Rich
Rice,51.8,11.1,13.2,370.4,Carb-Rich
Tofu,35.4,19.1,6.9,280.1,Carb-Rich
Avocado,49.0,11.9,16.6,393.0,Carb-Rich
Sweet Potato,50.6,6.4,38.7,576.3,Carb-Rich
Quinoa,52.1,49.6,29.4,671.4,Carb-Rich
Peanuts,54.6,33.1,23.3,560.5,Carb-Rich
Oats,50.1,34.2,9.3,420.9,Carb-Rich
Almonds,55.2,14.9,10.7,376.7,Carb-Rich
Chicken,15.7,26.4,18.8,337.6,Protein-Rich
Rice,32.7,34.4,24.0,484.4,Protein-Rich
Salmon,79.8,10.8,23.1,570.3,Carb-Rich
Beans,52.4,43.0,8.0,453.6,Carb-Rich
Chicken,43.4,21.0,20.5,442.1,Carb-Rich
Yogurt,72.7,37.9,4.1,479.3,Carb-Rich
Cheese,70.5,19.0,27.5,605.5,Carb-Rich
Almonds,71.1,16.1,4.7,391.1,Carb-Rich
Cheese,4.3,49.0,16.6,362.6,Protein-Rich
Milk,53.5,2.4,27.8,473.8,Carb-Rich
Peanuts,5.5,4.0,28.0,290.0,Fat-Rich
Apple,0.3,0.4,38.2,346.6,Fat-Rich
Almonds,60.0,0.3,7.9,312.3,Carb-Rich
Sweet Potato,17.8,16.5,23.9,352.3,Fat-Rich
Oats,58.2,12.7,37.3,619.3,Carb-Rich
Lentils,45.0,9.9,6.3,276.3,Carb-Rich
Apple,57.7,48.4,39.7,781.7,Carb-Rich
Avocado,24.1,28.7,34.0,517.2,Fat-Rich
Cheese,31.3,45.8,23.8,522.6,Protein-Rich
Milk,46.4,18.8,4.8,304.0,Carb-Rich
Almonds,50.2,17.8,30.8,549.2,Carb-Rich
Cheese,9.7,32.5,11.7,274.1,Protein-Rich
Eggs,78.0,1.5,26.4,555.6,Carb-Rich
Avocado,28.9,47.8,19.6,483.2,Protein-Rich
Salmon,5.8,35.0,21.6,357.6,Protein-Rich
Lentils,45.5,42.0,18.4,515.6,Carb-Rich
Yogurt,58.5,37.3,8.5,459.7,Carb-Rich
Avocado,26.3,4.7,19.4,298.6,Carb-Rich
Cheese,52.7,21.8,20.4,481.6,Carb-Rich
Sweet Potato,48.3,14.5,3.2,280.0,Carb-Rich
Almonds,24.8,34.1,37.1,569.5,Fat-Rich
Apple,5.1,17.7,23.5,302.7,Fat-Rich
Bread,44.8,12.9,27.3,476.5,Carb-Rich
Almonds,70.0,6.1,27.0,547.4,Carb-Rich
Peanuts,75.1,5.2,22.4,522.8,Carb-Rich
Peanuts,11.8,17.0,35.4,433.8,Fat-Rich
Avocado,52.9,48.0,19.2,576.4,Carb-Rich
Almonds,27.5,2.5,8.9,200.1,Carb-Rich
Quinoa,30.9,39.2,22.7,484.7,Protein-Rich
Almonds,59.5,5.4,3.3,289.3,Carb-Rich
Almonds,70.3,1.4,37.0,619.8,Carb-Rich
Avocado,47.7,4.7,27.1,453.5,Carb-Rich
Yogurt,52.9,37.1,28.4,615.6,Carb-Rich
Sweet Potato,16.6,26.6,14.6,304.2,Protein-Rich
Eggs,46.3,1.3,24.1,407.3,Carb-Rich
Eggs,26.9,47.0,9.5,381.1,Protein-Rich
Milk,79.3,3.8,30.5,606.9,Carb-Rich
Tofu,41.0,23.2,8.9,336.9,Carb-Rich
Milk,2.1,15.8,25.8,303.8,Fat-Rich
Salmon,24.1,4.0,23.7,325.7,Carb-Rich
Chicken,47.2,35.7,10.7,427.9,Carb-Rich
Bread,41.3,34.2,19.2,474.8,Carb-Rich
Eggs,14.8,34.5,27.5,444.7,Protein-Rich
Paneer,2.7,27.1,33.4,419.8,Fat-Rich
Banana,77.0,41.5,19.3,647.7,Carb-Rich
Chicken,49.4,40.2,13.7,481.7,Carb-Rich
Avocado,40.5,38.4,30.2,587.4,Carb-Rich
Sweet Potato,31.8,26.9,10.5,329.3,Carb-Rich
Paneer,27.1,2.1,20.2,298.6,Carb-Rich
Apple,5.8,26.9,34.1,437.7,Fat-Rich
Sweet Potato,29.2,20.7,7.8,269.8,Carb-Rich
Tofu,7.7,43.1,9.8,291.4,Protein-Rich
Salmon,76.6,5.4,21.4,520.6,Carb-Rich
Bread,16.8,23.3,27.6,408.8,Fat-Rich
Bread,58.2,34.7,27.9,622.7,Carb-Rich
Bread,69.6,21.1,8.3,437.5,Carb-Rich
Sweet Potato,21.1,47.9,28.4,531.6,Protein-Rich
Salmon,23.4,19.9,29.3,436.9,Fat-Rich
Almonds,54.0,3.4,25.1,455.5,Carb-Rich
Cheese,16.7,44.3,8.7,322.3,Protein-Rich
Lentils,20.8,39.4,17.7,400.1,Protein-Rich
Peanuts,57.3,9.5,16.3,413.9,Carb-Rich
Banana,74.2,15.3,14.6,489.4,Carb-Rich
Salmon,20.7,0.6,32.1,374.1,Fat-Rich
Tofu,24.7,32.2,17.9,388.7,Protein-Rich
Banana,79.3,46.1,1.9,518.7,Carb-Rich
Sweet Potato,40.3,33.1,0.6,299.0,Carb-Rich
Tofu,61.0,16.8,31.8,597.4,Carb-Rich
Cheese,71.1,34.5,27.3,668.1,Carb-Rich
Almonds,42.9,12.3,18.4,386.4,Carb-Rich
Banana,36.9,16.1,7.1,275.9,Carb-Rich
Tofu,16.9,41.1,11.4,334.6,Protein-Rich
Paneer,33.6,13.7,39.1,541.1,Fat-Rich
Peanuts,28.2,34.0,23.0,455.8,Protein-Rich
Lentils,20.1,19.4,27.5,405.5,Fat-Rich
Paneer,5.2,2.9,14.2,160.2,Fat-Rich
Lentils,12.6,2.9,22.0,260.0,Fat-Rich
Beans,18.4,37.2,24.3,441.1,Protein-Rich
Beans,3.0,30.0,21.7,327.3,Protein-Rich
Quinoa,24.2,44.9,36.8,607.6,Protein-Rich
Avocado,34.4,31.6,3.2,292.8,Carb-Rich
Rice,7.4,34.1,1.9,183.1,Protein-Rich
Apple,43.1,29.1,5.2,335.6,Carb-Rich
Almonds,71.4,17.9,1.9,374.3,Carb-Rich
Paneer,34.7,28.0,12.3,361.5,Carb-Rich
Bread,66.1,17.1,6.5,391.3,Carb-Rich
Salmon,41.2,45.2,3.7,378.9,Protein-Rich
Cheese,7.0,25.9,4.2,169.4,Protein-Rich
Milk,38.9,0.8,38.7,507.1,Carb-Rich
Beans,27.3,25.1,7.1,273.5,Carb-Rich
Milk,55.4,41.9,5.2,436.0,Carb-Rich
Banana,4.6,14.8,20.5,262.1,Fat-Rich
Paneer,74.9,38.5,18.4,619.2,Carb-Rich
Almonds,9.1,22.5,8.9,206.5,Protein-Rich
Bread,13.9,28.0,27.7,416.9,Protein-Rich
Bread,17.7,44.6,10.8,346.4,Protein-Rich
Oats,15.7,34.3,33.3,499.7,Protein-Rich
